assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
3481551,132894,Favia veroni,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Favia,veroni,,,,"Moll &amp; Borel-Best, 1984",Near Threatened,,3.1,Decreasing,Global
3483734,132899,Favia rosaria,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Favia,rosaria,,,,"Veron, 2002",Vulnerable,A4c,3.1,Decreasing,Global
3487914,132908,Acropora rosaria,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,rosaria,,,,"(Dana, 1846)",Data Deficient,,3.1,Decreasing,Global
3488412,132909,Acropora turaki,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,turaki,,,,"Wallace, 1994",Vulnerable,A4ce,3.1,Decreasing,Global
3488908,132910,Acropora divaricata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,divaricata,,,,"(Dana, 1846)",Near Threatened,,3.1,Decreasing,Global
3490281,132912,Enigmopora darveliensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Enigmopora,darveliensis,,,,"Ditlev, 2003",Data Deficient,,3.1,Decreasing,Global
3490569,132913,Acropora rudis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,rudis,,,,"(Rehberg, 1892)",Endangered,A4ce,3.1,Decreasing,Global
3493197,132919,Acropora stoddarti,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,stoddarti,,,,"Pillai &amp; Scheer, 1976",Data Deficient,,3.1,Decreasing,Global
3493758,132920,Echinopora ashmorensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Echinopora,ashmorensis,,,,"Veron, 1990",Vulnerable,A4c,3.1,Decreasing,Global
3498147,132930,Montipora gaimardi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,gaimardi,,,,"Bernard, 1897",Vulnerable,A4c,3.1,Decreasing,Global
3498522,132931,Acropora willisae,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,willisae,,,,"Veron &amp; Wallace, 1984",Vulnerable,A4ce,3.1,Decreasing,Global
3499012,132932,Montipora orientalis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,orientalis,,,,"Nemenzo, 1967",Vulnerable,A4c,3.1,Decreasing,Global
3499437,132933,Acropora carduus,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,carduus,,,,"(Dana, 1846)",Near Threatened,,3.1,Decreasing,Global
3500180,132935,Acropora plumosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,plumosa,,,,"Wallace &amp; Wolstenholme, 1998",Vulnerable,A4ce,3.1,Decreasing,Global
3503328,132942,Montipora patula,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,patula,,,,"Verrill, 1864",Vulnerable,D2,3.1,Decreasing,Global
3503904,132944,Montipora nodosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,nodosa,,,,"(Dana, 1846)",Near Threatened,,3.1,Decreasing,Global
3504801,132946,Acropora lianae,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,lianae,,,,"Nemenzo, 1967",Data Deficient,,3.1,Decreasing,Global
3506667,132950,Acropora macrostoma,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,macrostoma,,,,"(Brook, 1891)",Data Deficient,,3.1,Decreasing,Global
3507379,132952,Acropora variabilis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,variabilis,,,,"(Klunzinger, 1879)",Data Deficient,,3.1,Decreasing,Global
3515966,132971,Acropora tumida,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,tumida,,,,"(Verrill, 1866)",Data Deficient,,3.1,Decreasing,Global
3516341,132972,Acropora paniculata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,paniculata,,,,"Verrill, 1902",Vulnerable,A4ce,3.1,Decreasing,Global
3516876,132973,Anacropora matthai,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Anacropora,matthai,,,,"Pillai, 1973",Vulnerable,A4c,3.1,Decreasing,Global
3520070,132979,Favites complanata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Favites,complanata,,,,"(Ehrenberg, 1834)",Near Threatened,,3.1,Decreasing,Global
3521498,132981,Acropora hemprichii,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,hemprichii,,,,"(Ehrenberg, 1834)",Vulnerable,A4ce,3.1,Decreasing,Global
3522855,132984,Acropora derawanensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,derawanensis,,,,"Wallace, 1997",Vulnerable,A4ce,3.1,Decreasing,Global
3524260,132987,Echinopora gemmacea,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Echinopora,gemmacea,,,,"Lamarck, 1816",Least Concern,,3.1,Decreasing,Global
3524962,132988,Acropora longicyathus,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,longicyathus,,,,"(Milne Edwards &amp; Haime, 1860)",Least Concern,,3.1,Decreasing,Global
3525960,132990,Acropora multiacuta,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,multiacuta,,,,"Nemenzo, 1967",Vulnerable,A4ce,3.1,Decreasing,Global
3527894,132994,Favites vasta,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Favites,vasta,,,,"(Klunzinger, 1879)",Near Threatened,,3.1,Decreasing,Global
3530977,133060,Goniastrea favulus,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Goniastrea,favulus,,,,"(Dana, 1846)",Near Threatened,,3.1,Decreasing,Global
3532888,133061,Acropora tizardi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,tizardi,,,,"(Brook, 1892)",Data Deficient,,3.1,Decreasing,Global
3534237,133003,Leptastrea bewickensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Leptastrea,bewickensis,,,,"Veron &amp; Pichon, 1977",Near Threatened,,3.1,Decreasing,Global
3534713,133064,Montipora florida,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,florida,,,,"Nemenzo, 1967",Vulnerable,A4c,3.1,Decreasing,Global
3537466,133007,Montipora malampaya,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,malampaya,,,,"Nemenzo, 1967",Vulnerable,A4c,3.1,Decreasing,Global
3537856,133078,Favites acuticollis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Favites,acuticollis,,,,"(Ortmann, 1889)",Near Threatened,,3.1,Decreasing,Global
3538624,133079,Montipora meandrina,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,meandrina,,,,"(Ehrenberg, 1834)",Vulnerable,A4c,3.1,Decreasing,Global
3539345,133080,Acropora selago,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,selago,,,,"(Studer, 1878)",Near Threatened,,3.1,Decreasing,Global
3540096,133081,Acropora kirstyae,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,kirstyae,,,,"Veron &amp; Wallace, 1984",Vulnerable,A4ce,3.1,Decreasing,Global
3540541,133010,Acropora elseyi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,elseyi,,,,"(Brook, 1892)",Least Concern,,3.1,Decreasing,Global
3545567,133015,Montipora millepora,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,millepora,,,,"Crossland, 1952",Least Concern,,3.1,Decreasing,Global
3547919,133017,Acropora plana,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,plana,,,,"Nemenzo, 1967",Data Deficient,,3.1,Decreasing,Global
3548723,133018,Acropora minuta,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,minuta,,,,"Veron, 2002",Data Deficient,,3.1,Decreasing,Global
3551566,133092,Astreopora incrustans,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Astreopora,incrustans,,,,"Bernard, 1896",Vulnerable,A4ce,3.1,Decreasing,Global
3553102,133022,Montipora niugini,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,niugini,,,,"Veron, 2002",Near Threatened,,3.1,Decreasing,Global
3561302,133101,Goniastrea minuta,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Goniastrea,minuta,,,,"Veron, 2002",Near Threatened,,3.1,Decreasing,Global
3561794,133030,Acropora tutuilensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,tutuilensis,,,,"Hoffmeister, 1925",Data Deficient,,3.1,Decreasing,Global
3562717,133031,Montipora effusa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,effusa,,,,"Dana, 1846",Near Threatened,,3.1,Decreasing,Global
3563274,133103,Acropora pinguis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,pinguis,,,,"Wells, 1950",Data Deficient,,3.1,Decreasing,Global
3564383,133033,Acropora pulchra,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,pulchra,,,,"(Brook, 1891)",Least Concern,,3.1,Decreasing,Global
3566820,133035,Acropora insignis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,insignis,,,,"Nemenzo, 1967",Data Deficient,,3.1,Decreasing,Global
3571197,133040,Echinopora mammiformis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Echinopora,mammiformis,,,,"(Nemenzo, 1959)",Near Threatened,,3.1,Decreasing,Global
3571758,133112,Acropora caroliniana,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,caroliniana,,,,"Nemenzo, 1976",Vulnerable,A4ce,3.1,Decreasing,Global
3572830,133113,Montipora cactus,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,cactus,,,,"Bernard, 1897",Vulnerable,A4ce,3.1,Decreasing,Global
3574580,133115,Acropora retusa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,retusa,,,,"(Dana, 1846)",Vulnerable,A4ce,3.1,Decreasing,Global
3578380,133048,Astreopora suggesta,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Astreopora,suggesta,,,,"Wells, 1954",Least Concern,,3.1,Decreasing,Global
3578932,133120,Acropora latistella,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,latistella,,,,"(Brook, 1891)",Least Concern,,3.1,Decreasing,Global
3580548,133050,Acropora vermiculata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,vermiculata,,,,"Nemenzo, 1967",Data Deficient,,3.1,Decreasing,Global
3583402,133125,Acropora fenneri,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,fenneri,,,,"Veron, 2002",Data Deficient,,3.1,Decreasing,Global
3586482,133128,Acropora pruinosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,pruinosa,,,,"(Brook, 1893)",Data Deficient,,3.1,Decreasing,Global
3587170,133129,Astreopora ocellata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Astreopora,ocellata,,,,"Bernard, 1896",Least Concern,,3.1,Decreasing,Global
3588650,133059,Platygyra verweyi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Platygyra,verweyi,,,,"Wijsman-Best, 1976",Near Threatened,,3.1,Decreasing,Global
3589759,133131,Montipora friabilis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,friabilis,,,,"Bernard, 1897",Vulnerable,A4ce,3.1,Decreasing,Global
3591441,133067,Platygyra yaeyamaensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Platygyra,yaeyamaensis,,,,"Eguchi &amp; Shirai, 1977",Vulnerable,A4c,3.1,Decreasing,Global
3591848,133133,Acropora abrolhosensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,abrolhosensis,,,,"Veron, 1985",Vulnerable,A4cde,3.1,Decreasing,Global
3592271,133068,Platygyra sinensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Platygyra,sinensis,,,,"(Milne Edwards &amp; Haime, 1849)",Least Concern,,3.1,Decreasing,Global
3593444,133069,Astreopora cucullata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Astreopora,cucullata,,,,"Lamberts, 1980",Vulnerable,A4ce,3.1,Decreasing,Global
3598100,133074,Goniastrea deformis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Goniastrea,deformis,,,,"Veron, 1990",Vulnerable,A4c,3.1,Decreasing,Global
3607835,133160,Acropora austera,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,austera,,,,"(Dana, 1846)",Near Threatened,,3.1,Decreasing,Global
3608479,133161,Platygyra contorta,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Platygyra,contorta,,,,"Veron, 1990",Least Concern,,3.1,Decreasing,Global
3609003,133162,Montastrea salebrosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Montastrea,salebrosa,,,,"(Nemenzo, 1959)",Vulnerable,A4c,3.1,Decreasing,Global
3609729,133164,Acropora russelli,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,russelli,,,,"Wallace, 1994",Vulnerable,A4c,3.1,Decreasing,Global
3612492,133170,Montipora dilatata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,dilatata,,,,"Studer, 1901",Endangered,B2ac(iii),3.1,Decreasing,Global
3614541,133174,Astreopora moretonensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Astreopora,moretonensis,,,,"Veron &amp; Wallace, 1984",Vulnerable,A4ce,3.1,Decreasing,Global
3616568,133178,Montastrea annuligera,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Montastrea,annuligera,,,,"(Milne Edwards &amp; Haime, 1849)",Near Threatened,,3.1,Decreasing,Global
3618783,133182,Isopora brueggemanni,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Isopora,brueggemanni,,,,"(Brook, 1893)",Vulnerable,A4ce,3.1,Decreasing,Global
3620185,133185,Montipora calcarea,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,calcarea,,,,"Bernard, 1897",Vulnerable,A4ce,3.1,Decreasing,Global
3621724,133188,Echinopora hirsutissima,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Echinopora,hirsutissima,,,,"Milne Edwards &amp; Haime, 1849",Least Concern,,3.1,Decreasing,Global
3622351,133189,Acropora meridiana,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,meridiana,,,,"Nemenzo, 1971",Data Deficient,,3.1,Decreasing,Global
3622829,133190,Montipora vietnamensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,vietnamensis,,,,"Veron, 2002",Vulnerable,A4c,3.1,Decreasing,Global
3623220,133191,Montipora porites,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,porites,,,,"Veron, 2002",Near Threatened,,3.1,Decreasing,Global
3624060,133193,Heliopora coerulea,ANIMALIA,CNIDARIA,HELIOPORACEA,ANTHOZOA,HELIOPORIDAE,Heliopora,coerulea,,,,Pallas 1766,Vulnerable,A4cde,3.1,Decreasing,Global
3624773,133194,Montipora digitata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,digitata,,,,"(Dana, 1846)",Least Concern,,3.1,Decreasing,Global
3625707,133196,Montipora incrassata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,incrassata,,,,"(Dana, 1846)",Near Threatened,,3.1,Decreasing,Global
3631022,133207,Acropora clathrata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,clathrata,,,,"(Brook, 1891)",Least Concern,,3.1,Decreasing,Global
3633217,133210,Favia speciosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Favia,speciosa,,,,"Dana, 1846",Least Concern,,3.1,Decreasing,Global
3639848,133223,Acropora donei,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,donei,,,,"Veron &amp; Wallace, 1984",Vulnerable,A4ce,3.1,Decreasing,Global
3641605,133227,Astreopora expansa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Astreopora,expansa,,,,"Brüggemann, 1877",Near Threatened,,3.1,Decreasing,Global
3642551,133229,Montipora flabellata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,flabellata,,,,"Studer, 1901",Vulnerable,D2,3.1,Decreasing,Global
3644721,133233,Acropora kimbeensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,kimbeensis,,,,"Wallace, 1999",Vulnerable,A4cde,3.1,Decreasing,Global
3646741,133238,Montipora hispida,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,hispida,,,,"(Dana, 1846)",Least Concern,,3.1,Decreasing,Global
3649963,133243,Echinopora pacificus,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Echinopora,pacificus,,,,"Veron, 1990",Near Threatened,,3.1,Decreasing,Global
3651115,133245,Montipora spongodes,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,spongodes,,,,"Bernard, 1897",Least Concern,,3.1,Decreasing,Global
3652463,133247,Acropora pharaonis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,pharaonis,,,,"(Milne Edwards &amp; Haime, 1860)",Vulnerable,A4ce,3.1,Decreasing,Global
3655366,133252,Acropora tortuosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,tortuosa,,,,"(Dana, 1846)",Least Concern,,3.1,Decreasing,Global
3658855,133259,Montipora stellata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,stellata,,,,"Bernard, 1897",Least Concern,,3.1,Decreasing,Global
3659374,133260,Trachyphyllia geoffroyi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,TRACHYPHYLLIIDAE,Trachyphyllia,geoffroyi,,,,Audouin 1826,Near Threatened,,3.1,Decreasing,Global
3661581,133265,Acropora orbicularis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,orbicularis,,,,"Brook, 1892",Data Deficient,,3.1,Decreasing,Global
3661951,133266,Acropora nobilis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,nobilis,,,,"(Dana, 1846)",Least Concern,,3.1,Decreasing,Global
